,duration,stim_type
0,2.0,square
1,1.6,NULL
2,2.0,square
3,1.5,NULL
4,2.0,circle
5,1.1,NULL
6,2.0,triangle
7,1.7,NULL
8,2.0,circle
9,1.5,NULL
10,2.0,triangle
11,2.0,NULL
12,2.0,line
13,1.9,NULL
14,2.0,line
15,1.1,NULL
