,duration,stim_type
0,2.0,circle
1,1.3,NULL
2,2.0,circle
3,1.5,NULL
4,2.0,triangle
5,1.1,NULL
6,2.0,line
7,1.3,NULL
8,2.0,square
9,1.8,NULL
10,2.0,line
11,1.5,NULL
12,2.0,triangle
13,1.8,NULL
14,2.0,square
15,1.1,NULL
