,duration,stim_type
0,2.0,line
1,1.9,NULL
2,2.0,circle
3,1.2,NULL
4,2.0,circle
5,1.6,NULL
6,2.0,triangle
7,1.7,NULL
8,2.0,triangle
9,1.6,NULL
10,2.0,line
11,1.4,NULL
12,2.0,square
13,1.3,NULL
14,2.0,square
15,1.3,NULL
