,duration,stim_type
0,2.0,line
1,1.2,NULL
2,2.0,circle
3,1.4,NULL
4,2.0,triangle
5,1.5,NULL
6,2.0,triangle
7,2.0,NULL
8,2.0,line
9,1.9,NULL
10,2.0,square
11,1.1,NULL
12,2.0,circle
13,2.0,NULL
14,2.0,square
15,1.9,NULL
